case_id,customer_id,region,industry,invoice_amount_usd,num_open_invoices,overdue_days_at_allocation,previous_default_count,previous_recovery_rate,payment_history_score,credit_score_band,contact_attempts_last_30d,last_contact_channel,dispute_flag,promised_to_pay_flag,assigned_dca_id,assigned_date,sla_days,sla_due_date,current_stage_snapshot,recovered_flag,recovered_amount_usd,recovery_days_from_allocation,recovery_date,recovered_within_30d,recovered_within_60d,escalation_flag,model_collectability_bucket_hint
C001232,17337,NA,Automotive,10630.14,6,353,0,0.687,610.2,Fair,9,Email,0,0,DCA-02,2025-12-20,16,2026-01-05,Escalated,0,0.0,,,0,0,1,Low
C001233,19703,IND,Technology,5180.78,2,102,1,0.902,705.1,Good,1,Phone,0,0,DCA-06,2025-02-27,17,2025-03-16,In Progress,0,0.0,,,0,0,0,Low
C001234,17499,NA,FMCG,15597.42,4,329,1,0.711,647.6,Fair,5,Portal,0,0,DCA-09,2026-01-11,7,2026-01-18,Escalated,0,0.0,,,0,0,1,Low
C001235,16370,NA,Manufacturing,14868.64,3,332,0,0.723,657.6,Fair,0,SMS,0,0,DCA-03,2025-06-26,12,2025-07-08,Escalated,0,0.0,,,0,0,1,Low
C001236,13464,IND,Logistics,21744.13,2,277,0,0.665,549.6,Poor,6,Email,1,1,DCA-01,2026-01-29,29,2026-02-27,Escalated,0,0.0,,,0,0,1,Low
C001237,10047,APAC,Energy,35513.54,2,58,2,0.839,678.2,Good,1,Portal,0,1,DCA-07,2025-11-07,8,2025-11-15,Closed,1,32595.47,29.0,2025-12-06,1,1,0,Low
C001238,11238,NA,FMCG,13116.31,1,33,0,0.91,687.2,Good,7,Phone,1,0,DCA-01,2025-10-02,30,2025-11-01,Dispute,0,0.0,,,0,0,0,Low
C001239,12977,LATAM,Aviation,65926.21,4,44,0,1.0,709.2,Good,2,Portal,1,0,DCA-04,2025-03-17,24,2025-04-10,Dispute,0,0.0,,,0,0,0,Low
C001240,10409,EU,Energy,15720.42,3,256,0,1.0,650.3,Fair,6,Portal,0,0,DCA-05,2025-08-17,12,2025-08-29,Escalated,0,0.0,,,0,0,1,Low
C001241,15081,APAC,Manufacturing,5339.29,3,146,0,1.0,750.0,Very Good,2,Phone,0,1,DCA-08,2025-03-23,26,2025-04-18,PTP,0,0.0,,,0,0,0,Medium
C001242,17773,LATAM,Technology,9014.14,1,360,2,0.778,636.8,Fair,4,Portal,0,0,DCA-08,2025-09-27,20,2025-10-17,Escalated,0,0.0,,,0,0,1,Low
C001243,19632,IND,Energy,10291.54,5,3,3,0.751,527.9,Poor,1,Phone,1,0,DCA-05,2025-05-28,19,2025-06-16,Dispute,0,0.0,,,0,0,0,Low
C001244,14896,NA,Aviation,20221.24,2,136,0,0.498,551.3,Poor,5,SMS,0,0,DCA-09,2025-10-23,8,2025-10-31,In Progress,0,0.0,,,0,0,0,Low
C001245,18750,EU,Finance,6883.79,6,97,0,0.514,655.0,Fair,3,Email,0,0,DCA-04,2025-05-03,21,2025-05-24,In Progress,0,0.0,,,0,0,0,Medium
C001246,19855,IND,Logistics,10844.54,1,321,0,0.754,595.7,Fair,6,Portal,0,0,DCA-05,2025-11-19,12,2025-12-01,Escalated,0,0.0,,,0,0,1,Low
C001247,18598,NA,Finance,11935.49,1,45,0,1.0,794.2,Very Good,3,SMS,0,0,DCA-04,2025-07-12,14,2025-07-26,In Progress,0,0.0,,,0,0,0,Low
C001248,14649,IND,Technology,9762.61,3,149,0,1.0,760.5,Very Good,1,Email,0,1,DCA-07,2025-04-25,9,2025-05-04,Closed,1,9762.61,31.0,2025-05-26,0,1,0,High
C001249,13252,EU,Manufacturing,23576.15,3,316,3,0.561,539.6,Poor,3,Phone,0,1,DCA-04,2026-01-27,25,2026-02-21,PTP,0,0.0,,,0,0,1,Low
C001250,19779,LATAM,Aviation,20929.71,7,354,0,0.858,641.8,Fair,3,Email,0,0,DCA-10,2025-10-08,7,2025-10-15,Escalated,0,0.0,,,0,0,1,Low
C001251,12419,NA,FMCG,30230.21,4,334,1,0.785,609.4,Fair,4,Phone,0,0,DCA-09,2025-03-29,21,2025-04-19,Escalated,0,0.0,,,0,0,1,Low
C001252,14115,EU,Manufacturing,10596.54,3,238,0,0.721,683.2,Good,3,SMS,0,0,DCA-04,2025-03-17,22,2025-04-08,Escalated,0,0.0,,,0,0,1,Low
C001253,10740,APAC,FMCG,31000.83,6,60,0,1.0,735.8,Good,4,Phone,0,0,DCA-01,2025-11-20,18,2025-12-08,Closed,1,24228.79,61.0,2026-01-20,0,0,0,Medium
C001254,17936,IND,Aviation,5142.02,2,36,0,0.98,786.2,Very Good,3,SMS,0,0,DCA-06,2025-02-10,17,2025-02-27,Closed,1,4761.18,61.0,2025-04-12,0,0,0,Medium
C001255,16498,EU,Logistics,5054.99,7,150,0,1.0,682.5,Good,2,SMS,0,1,DCA-03,2025-02-15,15,2025-03-02,Closed,1,5054.99,26.0,2025-03-13,1,1,0,Medium
C001256,10848,IND,Manufacturing,5712.08,3,175,0,0.85,747.9,Very Good,4,Portal,0,0,DCA-04,2025-11-10,23,2025-12-03,In Progress,0,0.0,,,0,0,0,Low
C001257,12219,NA,Healthcare,13446.15,3,188,0,0.998,689.2,Good,3,In-person,0,1,DCA-05,2025-02-22,24,2025-03-18,PTP,0,0.0,,,0,0,1,Medium
C001258,15554,NA,Logistics,30997.59,3,19,0,0.971,730.0,Good,2,Email,0,0,DCA-09,2025-08-18,30,2025-09-17,Closed,1,29684.98,33.0,2025-09-20,0,1,0,Medium
C001259,15404,IND,Technology,8764.81,1,246,0,0.893,568.4,Poor,5,Email,0,0,DCA-08,2025-12-23,7,2025-12-30,Escalated,0,0.0,,,0,0,1,Medium
C001260,18020,MEA,Energy,9569.29,5,144,1,0.908,658.9,Fair,0,Email,0,0,DCA-06,2025-07-08,28,2025-08-05,In Progress,0,0.0,,,0,0,0,Low
C001261,12660,NA,Technology,11484.89,5,40,0,0.99,712.7,Good,1,Phone,0,0,DCA-08,2026-01-19,18,2026-02-06,Closed,1,9730.59,42.0,2026-03-02,0,1,0,High
C001262,19247,NA,Aviation,19949.91,5,334,1,0.845,552.1,Poor,6,Email,0,0,DCA-04,2025-06-07,7,2025-06-14,Escalated,0,0.0,,,0,0,1,Low
C001263,14444,IND,Logistics,9563.05,5,130,0,0.736,687.1,Good,3,Phone,0,0,DCA-05,2025-10-21,29,2025-11-19,In Progress,0,0.0,,,0,0,0,Medium
C001264,18225,NA,Technology,9196.77,1,85,1,0.971,746.8,Very Good,0,Portal,0,0,DCA-01,2025-04-11,16,2025-04-27,In Progress,0,0.0,,,0,0,0,Medium
C001265,12383,APAC,FMCG,5209.42,7,180,1,0.781,611.2,Fair,3,SMS,0,0,DCA-01,2025-05-25,22,2025-06-16,In Progress,0,0.0,,,0,0,0,Medium
C001266,10369,IND,Logistics,8953.46,4,347,1,0.677,527.2,Poor,6,Phone,1,1,DCA-02,2025-08-20,29,2025-09-18,Escalated,0,0.0,,,0,0,1,Low
C001267,10550,LATAM,Logistics,30461.63,5,301,1,0.951,619.1,Fair,5,Email,0,1,DCA-08,2025-05-26,22,2025-06-17,PTP,0,0.0,,,0,0,1,Low
C001268,13727,IND,Healthcare,14237.69,1,37,0,0.951,636.1,Fair,2,Email,0,0,DCA-10,2025-02-03,30,2025-03-05,Closed,1,12731.57,49.0,2025-03-24,0,1,0,Medium
C001269,19531,NA,Aviation,7959.34,6,250,0,0.886,731.1,Good,4,Email,1,1,DCA-07,2025-05-23,14,2025-06-06,Escalated,0,0.0,,,0,0,1,Low
C001270,10486,APAC,Logistics,31738.98,5,242,0,0.911,694.1,Good,5,Email,0,0,DCA-01,2025-10-03,24,2025-10-27,Closed,1,26860.76,61.0,2025-12-03,0,0,0,Low
C001271,13689,NA,Retail,8869.29,3,323,2,0.591,547.6,Poor,4,SMS,1,1,DCA-07,2025-07-02,9,2025-07-11,Escalated,0,0.0,,,0,0,1,Low
C001272,11092,APAC,Finance,36097.14,7,352,1,0.58,565.7,Poor,4,Portal,0,0,DCA-03,2025-07-12,13,2025-07-25,Escalated,0,0.0,,,0,0,1,Low
C001273,19315,IND,Logistics,35686.4,5,272,5,0.766,563.3,Poor,4,Portal,0,0,DCA-09,2025-03-13,12,2025-03-25,Escalated,0,0.0,,,0,0,1,Low
C001274,16753,IND,FMCG,13893.94,7,239,0,0.911,658.8,Fair,4,Portal,0,0,DCA-08,2025-09-07,17,2025-09-24,Escalated,0,0.0,,,0,0,1,Low
C001275,17626,NA,Retail,4679.82,6,129,0,0.776,729.3,Good,1,Email,0,0,DCA-04,2025-07-08,9,2025-07-17,In Progress,0,0.0,,,0,0,0,Medium
C001276,17132,EU,Retail,66346.77,2,328,1,0.938,523.9,Poor,9,Phone,0,0,DCA-05,2025-01-13,13,2025-01-26,Escalated,0,0.0,,,0,0,1,Low
C001277,16570,APAC,Technology,17519.91,7,344,2,0.713,594.4,Fair,2,Email,0,1,DCA-08,2025-09-19,8,2025-09-27,PTP,0,0.0,,,0,0,1,Low
C001278,17737,EU,Manufacturing,10649.62,6,361,0,0.717,546.5,Poor,4,Email,0,0,DCA-10,2025-05-28,13,2025-06-10,Escalated,0,0.0,,,0,0,1,Low
C001279,10081,NA,Retail,26089.53,2,348,0,0.827,663.4,Fair,3,Email,0,1,DCA-03,2025-02-07,8,2025-02-15,Closed,1,24763.86,47.0,2025-03-26,0,1,0,Medium
C001280,18654,IND,Retail,21842.48,6,234,2,0.801,494.1,Poor,6,Phone,0,0,DCA-08,2025-06-07,13,2025-06-20,Escalated,0,0.0,,,0,0,1,Low
C001281,17398,IND,Aviation,33444.98,4,349,0,0.708,606.9,Fair,2,Phone,0,0,DCA-07,2025-07-21,27,2025-08-17,Escalated,0,0.0,,,0,0,1,Low
C001282,17394,NA,Logistics,8403.1,7,285,1,0.759,576.5,Poor,2,Portal,0,0,DCA-03,2025-08-17,23,2025-09-09,Escalated,0,0.0,,,0,0,1,Low
C001283,13934,IND,Manufacturing,16696.12,2,88,1,0.75,684.1,Good,0,Email,1,0,DCA-03,2025-08-12,8,2025-08-20,Closed,1,12146.13,70.0,2025-10-21,0,0,0,Medium
C001284,18008,IND,FMCG,5824.86,2,12,0,0.753,684.3,Good,2,Phone,1,0,DCA-02,2025-12-23,23,2026-01-15,Dispute,0,0.0,,,0,0,0,Low
C001285,13818,EU,Technology,21299.4,3,357,0,0.943,655.7,Fair,3,Phone,0,0,DCA-02,2025-07-11,29,2025-08-09,Closed,1,21299.4,79.0,2025-09-28,0,0,0,Low
C001286,10489,LATAM,Automotive,13146.86,4,156,2,0.752,615.2,Fair,2,SMS,1,0,DCA-04,2025-10-11,20,2025-10-31,Closed,1,13146.86,66.0,2025-12-16,0,0,1,Low
C001287,19078,APAC,Healthcare,16263.95,5,318,3,0.635,504.5,Poor,11,Phone,1,1,DCA-02,2025-09-28,14,2025-10-12,Escalated,0,0.0,,,0,0,1,Low
C001288,12345,NA,Healthcare,12058.86,2,105,0,0.894,690.1,Good,3,Email,0,0,DCA-03,2025-11-15,29,2025-12-14,Closed,1,10679.04,47.0,2026-01-01,0,1,0,Medium
C001289,11019,NA,Finance,11207.16,5,132,0,0.908,693.0,Good,0,Phone,0,1,DCA-04,2025-12-20,29,2026-01-18,PTP,0,0.0,,,0,0,0,Low
C001290,16218,LATAM,Technology,7275.28,1,301,1,0.924,673.5,Good,2,Email,0,0,DCA-06,2025-10-27,25,2025-11-21,Escalated,0,0.0,,,0,0,1,Low
C001291,12336,NA,FMCG,23232.35,3,192,0,1.0,712.4,Good,4,Email,0,0,DCA-05,2026-01-25,16,2026-02-10,Escalated,0,0.0,,,0,0,1,Medium
C001292,18581,IND,Retail,37903.28,5,247,0,0.628,510.1,Poor,5,Email,1,0,DCA-04,2025-03-19,17,2025-04-05,Escalated,0,0.0,,,0,0,1,Low
C001293,14437,MEA,Healthcare,9048.3,2,117,0,0.895,735.9,Good,3,Phone,0,0,DCA-02,2025-10-18,13,2025-10-31,Closed,1,6272.1,59.0,2025-12-16,0,1,0,Medium
C001294,10045,LATAM,Technology,19682.37,4,224,0,0.996,684.2,Good,2,Portal,0,0,DCA-06,2025-07-22,26,2025-08-17,Escalated,0,0.0,,,0,0,1,Low
C001295,19517,APAC,Technology,18079.4,5,178,1,1.0,709.1,Good,2,Email,0,0,DCA-09,2025-04-30,27,2025-05-27,In Progress,0,0.0,,,0,0,0,Low
C001296,15146,LATAM,Technology,13435.67,2,340,0,1.0,653.0,Fair,3,Phone,0,0,DCA-07,2025-10-18,12,2025-10-30,Escalated,0,0.0,,,0,0,1,Low
C001297,12629,IND,Logistics,4588.84,7,180,0,1.0,837.8,Excellent,5,Email,1,1,DCA-06,2026-01-21,17,2026-02-07,Closed,1,4348.71,36.0,2026-02-26,0,1,1,Medium
C001298,16772,APAC,Healthcare,5371.6,6,33,0,0.657,640.1,Fair,2,Email,1,0,DCA-04,2025-07-31,16,2025-08-16,Dispute,0,0.0,,,0,0,0,Low
C001299,15306,EU,Aviation,7733.47,7,269,5,0.698,451.9,Poor,3,Phone,0,0,DCA-06,2025-11-02,25,2025-11-27,Escalated,0,0.0,,,0,0,1,Low
C001300,10296,MEA,Healthcare,2989.01,4,348,1,0.835,650.8,Fair,2,SMS,0,1,DCA-07,2026-01-11,8,2026-01-19,PTP,0,0.0,,,0,0,1,Low
C001301,17596,EU,Energy,35797.08,3,322,0,1.0,700.6,Good,4,Email,0,0,DCA-03,2025-01-10,16,2025-01-26,Escalated,0,0.0,,,0,0,1,Low
C001302,14013,IND,Healthcare,17281.51,7,37,2,0.824,641.7,Fair,3,Email,0,1,DCA-10,2025-07-24,28,2025-08-21,Closed,1,17281.51,19.0,2025-08-12,1,1,0,Medium
C001303,16998,APAC,Automotive,13082.45,6,364,0,1.0,636.9,Fair,4,Portal,0,0,DCA-01,2026-01-26,20,2026-02-15,Escalated,0,0.0,,,0,0,1,Low
C001304,18956,EU,Manufacturing,2883.72,6,127,2,0.676,604.4,Fair,1,Phone,0,0,DCA-04,2025-08-05,13,2025-08-18,In Progress,0,0.0,,,0,0,0,Low
C001305,16106,NA,Aviation,3726.74,2,304,0,0.854,638.8,Fair,4,Email,0,1,DCA-10,2025-03-03,29,2025-04-01,Closed,1,3669.49,41.0,2025-04-13,0,1,0,Low
C001306,16716,EU,Manufacturing,13337.85,7,230,0,0.839,748.7,Very Good,5,Email,0,1,DCA-09,2025-02-17,9,2025-02-26,Closed,1,13056.95,43.0,2025-04-01,0,1,0,Medium
C001307,12546,APAC,Technology,53068.72,4,355,0,0.872,623.5,Fair,6,In-person,0,0,DCA-01,2025-05-01,17,2025-05-18,Closed,1,45090.08,69.0,2025-07-09,0,0,0,Low
C001308,12376,NA,Finance,8192.29,6,125,1,0.737,615.5,Fair,3,In-person,0,0,DCA-04,2025-02-01,25,2025-02-26,In Progress,0,0.0,,,0,0,0,Low
C001309,14150,IND,Manufacturing,24456.68,6,222,2,0.9,694.2,Good,4,Phone,0,1,DCA-07,2025-03-06,16,2025-03-22,PTP,0,0.0,,,0,0,1,Low
C001310,18527,LATAM,Aviation,9547.82,1,249,1,0.74,618.9,Fair,5,Email,0,0,DCA-06,2025-01-24,29,2025-02-22,Escalated,0,0.0,,,0,0,1,Low
C001311,15241,IND,Finance,13886.43,1,57,1,0.877,756.9,Very Good,5,SMS,0,1,DCA-10,2025-06-07,26,2025-07-03,Closed,1,13886.43,44.0,2025-07-21,0,1,0,Medium
C001312,13480,NA,Aviation,31265.76,1,283,0,1.0,671.0,Good,6,Phone,0,0,DCA-08,2025-03-01,27,2025-03-28,Escalated,0,0.0,,,0,0,1,Low
C001313,17796,APAC,Logistics,10486.39,5,53,0,0.916,704.7,Good,2,Email,0,1,DCA-07,2025-03-07,18,2025-03-25,PTP,0,0.0,,,0,0,0,High
C001314,18533,APAC,Technology,8241.41,7,302,0,1.0,782.7,Very Good,7,Email,0,0,DCA-07,2025-09-23,14,2025-10-07,Closed,1,7958.76,53.0,2025-11-15,0,1,0,Low
C001315,19025,MEA,Technology,36049.54,1,46,1,1.0,696.7,Good,4,Email,0,0,DCA-10,2025-02-15,24,2025-03-11,In Progress,0,0.0,,,0,0,0,Medium
C001316,12989,APAC,Manufacturing,13792.64,1,66,1,0.69,622.9,Fair,0,Email,0,1,DCA-06,2025-03-12,30,2025-04-11,Closed,1,11446.79,46.0,2025-04-27,0,1,0,Medium
C001317,17096,EU,Logistics,28676.8,4,181,0,0.803,632.7,Fair,1,Phone,0,0,DCA-01,2025-07-06,20,2025-07-26,Escalated,0,0.0,,,0,0,1,Low
C001318,15903,IND,Logistics,8269.47,3,67,0,0.605,669.6,Fair,3,SMS,0,1,DCA-08,2025-02-12,13,2025-02-25,PTP,0,0.0,,,0,0,0,Medium
C001319,14489,MEA,Logistics,35763.1,1,28,1,0.809,662.0,Fair,2,In-person,0,0,DCA-06,2025-01-07,29,2025-02-05,In Progress,0,0.0,,,0,0,0,Low
C001320,13969,APAC,Technology,16180.13,5,20,1,0.924,621.0,Fair,3,In-person,1,0,DCA-09,2025-08-31,12,2025-09-12,Dispute,0,0.0,,,0,0,0,Low
C001321,11145,IND,Finance,18112.39,7,105,2,0.695,607.3,Fair,3,Portal,1,0,DCA-05,2025-11-04,10,2025-11-14,Escalated,0,0.0,,,0,0,1,Low
C001322,12748,NA,Healthcare,14649.19,2,179,2,0.613,588.2,Fair,3,Email,0,0,DCA-02,2025-12-06,11,2025-12-17,In Progress,0,0.0,,,0,0,0,Low
C001323,15496,APAC,FMCG,9378.43,1,17,0,0.843,603.5,Fair,4,Phone,0,1,DCA-07,2025-01-05,11,2025-01-16,Closed,1,7988.17,8.0,2025-01-13,1,1,0,Medium
C001324,18865,IND,Energy,13344.0,2,51,2,0.807,646.7,Fair,2,Email,0,0,DCA-10,2025-01-14,7,2025-01-21,In Progress,0,0.0,,,0,0,0,Low
C001325,18663,MEA,Energy,9800.48,2,223,2,1.0,674.5,Good,3,Phone,0,1,DCA-01,2025-01-29,13,2025-02-11,PTP,0,0.0,,,0,0,1,Low
C001326,11875,APAC,Healthcare,26152.03,4,116,1,0.976,724.9,Good,4,Email,0,0,DCA-02,2025-07-19,20,2025-08-08,In Progress,0,0.0,,,0,0,0,Low
C001327,16793,NA,Finance,11589.56,1,276,1,0.679,608.6,Fair,6,Phone,0,1,DCA-03,2025-11-01,28,2025-11-29,PTP,0,0.0,,,0,0,1,Low
C001328,10848,NA,Energy,4686.52,3,306,1,0.762,568.1,Poor,6,Email,0,0,DCA-02,2025-03-17,24,2025-04-10,Escalated,0,0.0,,,0,0,1,Low
C001329,16750,MEA,Retail,4123.28,1,12,0,0.786,677.3,Good,4,Phone,0,0,DCA-06,2025-12-15,24,2026-01-08,In Progress,0,0.0,,,0,0,0,Medium
C001330,13419,APAC,Manufacturing,3989.01,5,346,0,0.954,666.1,Fair,8,SMS,0,0,DCA-01,2025-12-28,21,2026-01-18,Escalated,0,0.0,,,0,0,1,Low
C001331,14498,APAC,Aviation,20590.39,4,249,0,1.0,730.5,Good,4,Email,0,0,DCA-10,2025-11-27,26,2025-12-23,Escalated,0,0.0,,,0,0,1,Low
C001332,17176,APAC,Logistics,5966.69,1,300,2,0.73,538.2,Poor,7,In-person,0,1,DCA-02,2025-06-15,19,2025-07-04,PTP,0,0.0,,,0,0,1,Low
C001333,14248,NA,Automotive,16482.59,1,175,0,0.91,671.8,Good,1,Email,0,1,DCA-01,2025-05-03,25,2025-05-28,PTP,0,0.0,,,0,0,0,Medium
C001334,18074,LATAM,Aviation,14699.99,4,1,0,1.0,833.8,Excellent,2,Email,0,0,DCA-04,2025-09-13,22,2025-10-05,Closed,1,14224.31,42.0,2025-10-25,0,1,0,Medium
C001335,15335,APAC,Automotive,12768.09,5,323,0,0.72,591.9,Fair,4,Phone,0,0,DCA-05,2026-01-01,10,2026-01-11,Escalated,0,0.0,,,0,0,1,Low
C001336,19987,NA,Aviation,18158.31,2,207,0,1.0,740.5,Very Good,2,Phone,1,0,DCA-09,2025-06-21,27,2025-07-18,Escalated,0,0.0,,,0,0,1,Low
C001337,16382,IND,Manufacturing,14925.29,3,14,1,0.917,747.8,Very Good,0,Portal,0,0,DCA-07,2025-07-12,22,2025-08-03,In Progress,0,0.0,,,0,0,0,High
C001338,12963,APAC,Finance,2004.58,5,61,2,0.762,629.6,Fair,0,Phone,0,0,DCA-10,2025-11-20,14,2025-12-04,In Progress,0,0.0,,,0,0,0,Low
C001339,17752,EU,Logistics,10651.57,4,75,2,0.736,529.4,Poor,3,Email,0,1,DCA-04,2025-12-17,26,2026-01-12,PTP,0,0.0,,,0,0,0,Low
C001340,14079,MEA,Logistics,17990.02,1,137,0,1.0,763.2,Very Good,4,Phone,0,0,DCA-01,2025-07-14,18,2025-08-01,Closed,1,15249.28,43.0,2025-08-26,0,1,0,Medium
C001341,15341,IND,Finance,42116.63,3,162,0,0.693,690.4,Good,1,Portal,0,0,DCA-10,2026-01-18,7,2026-01-25,In Progress,0,0.0,,,0,0,0,Low
C001342,11368,EU,Technology,43500.18,2,156,3,0.729,649.3,Fair,3,Email,0,1,DCA-06,2026-01-09,28,2026-02-06,PTP,0,0.0,,,0,0,0,Low
C001343,11193,IND,Aviation,5145.07,7,317,1,0.56,506.2,Poor,7,Email,1,0,DCA-06,2025-09-02,18,2025-09-20,Escalated,0,0.0,,,0,0,1,Low
C001344,15748,LATAM,Energy,10458.73,6,344,0,0.814,645.7,Fair,4,Portal,0,1,DCA-05,2025-05-22,13,2025-06-04,PTP,0,0.0,,,0,0,1,Low
C001345,11866,EU,Automotive,4463.64,3,248,1,0.842,724.7,Good,3,Portal,0,0,DCA-02,2025-12-18,18,2026-01-05,Escalated,0,0.0,,,0,0,1,Low
C001346,19975,MEA,Retail,38712.57,2,231,2,0.775,561.5,Poor,2,Portal,0,1,DCA-04,2025-10-12,8,2025-10-20,PTP,0,0.0,,,0,0,1,Low
C001347,18556,LATAM,Healthcare,27146.39,1,315,0,0.979,610.7,Fair,2,Email,0,1,DCA-04,2025-05-19,28,2025-06-16,PTP,0,0.0,,,0,0,1,Low
C001348,17008,IND,Logistics,17075.7,6,98,2,0.712,616.9,Fair,2,SMS,0,0,DCA-04,2025-02-05,14,2025-02-19,In Progress,0,0.0,,,0,0,0,Low
C001349,17346,IND,Aviation,15006.92,7,204,0,1.0,697.6,Good,5,Email,0,1,DCA-03,2025-08-29,16,2025-09-14,Closed,1,14726.7,36.0,2025-10-04,0,1,0,Medium
C001350,15952,LATAM,FMCG,35117.04,2,234,0,0.91,585.6,Fair,7,Phone,0,1,DCA-06,2025-03-06,22,2025-03-28,PTP,0,0.0,,,0,0,1,Low
C001351,10602,LATAM,Manufacturing,31192.33,5,104,0,1.0,732.9,Good,7,Email,0,1,DCA-08,2025-05-09,18,2025-05-27,PTP,0,0.0,,,0,0,0,Medium
C001352,13923,NA,Healthcare,30050.4,2,347,0,1.0,680.8,Good,7,Phone,0,0,DCA-10,2025-07-29,8,2025-08-06,Escalated,0,0.0,,,0,0,1,Low
C001353,14958,IND,Automotive,18392.09,7,86,0,0.67,672.7,Good,4,Portal,0,0,DCA-02,2025-11-30,17,2025-12-17,Closed,1,13291.25,54.0,2026-01-23,0,1,0,Medium
C001354,19152,IND,Automotive,10462.37,3,22,2,0.862,732.3,Good,4,Email,0,0,DCA-09,2025-04-13,11,2025-04-24,In Progress,0,0.0,,,0,0,0,Medium
C001355,12194,IND,Retail,22856.42,1,118,2,0.762,649.2,Fair,2,Email,0,1,DCA-04,2025-11-13,14,2025-11-27,PTP,0,0.0,,,0,0,0,Low
C001356,14969,EU,Manufacturing,23652.62,7,298,0,0.819,642.5,Fair,6,Phone,0,0,DCA-06,2025-01-24,17,2025-02-10,Escalated,0,0.0,,,0,0,1,Low
C001357,13440,APAC,Logistics,11690.76,7,137,2,0.713,646.1,Fair,5,SMS,0,1,DCA-02,2025-09-26,9,2025-10-05,PTP,0,0.0,,,0,0,0,Low
C001358,11343,IND,Finance,10447.58,3,79,0,0.696,571.8,Poor,2,Phone,0,1,DCA-02,2025-04-08,16,2025-04-24,Closed,1,9823.39,21.0,2025-04-29,1,1,0,Medium
C001359,11030,MEA,Retail,29534.65,7,318,3,0.742,555.7,Poor,6,SMS,0,1,DCA-09,2025-09-13,11,2025-09-24,PTP,0,0.0,,,0,0,1,Low
C001360,13653,EU,FMCG,42825.17,2,56,0,1.0,850.0,Excellent,5,In-person,0,0,DCA-06,2025-04-17,29,2025-05-16,Closed,1,35094.24,53.0,2025-06-09,0,1,0,Medium
C001361,10824,NA,FMCG,7906.36,2,58,1,0.917,726.6,Good,2,Phone,0,0,DCA-03,2025-07-01,17,2025-07-18,Closed,1,6986.47,53.0,2025-08-23,0,1,0,Medium
C001362,10671,IND,Energy,11110.39,4,328,0,0.795,564.1,Poor,4,Phone,0,1,DCA-10,2025-09-04,19,2025-09-23,PTP,0,0.0,,,0,0,1,Low
C001363,13508,LATAM,Manufacturing,17079.82,5,117,1,1.0,647.1,Fair,3,Phone,0,0,DCA-09,2025-01-27,8,2025-02-04,Closed,1,14155.47,53.0,2025-03-21,0,1,0,Medium
C001364,12019,IND,Manufacturing,18781.34,3,1,5,0.665,664.0,Fair,1,Email,0,0,DCA-04,2025-03-07,28,2025-04-04,In Progress,0,0.0,,,0,0,0,Low
C001365,15548,NA,Technology,9268.19,6,158,0,0.669,671.4,Good,3,Email,0,1,DCA-02,2025-12-09,9,2025-12-18,PTP,0,0.0,,,0,0,0,Low
C001366,10176,LATAM,Automotive,49934.35,6,270,0,0.785,644.4,Fair,2,Email,0,0,DCA-04,2026-01-02,16,2026-01-18,Escalated,0,0.0,,,0,0,1,Low
C001367,13018,IND,Aviation,17952.18,1,276,1,0.905,684.8,Good,3,Phone,0,0,DCA-07,2025-07-29,22,2025-08-20,Escalated,0,0.0,,,0,0,1,Low
C001368,14532,LATAM,Healthcare,19379.45,7,32,1,0.941,703.9,Good,1,Email,0,0,DCA-04,2025-04-24,20,2025-05-14,In Progress,0,0.0,,,0,0,0,Low
C001369,19631,APAC,FMCG,45762.44,2,103,3,0.786,613.6,Fair,2,Email,0,0,DCA-05,2025-04-20,20,2025-05-10,In Progress,0,0.0,,,0,0,0,Low
C001370,16345,EU,Finance,9756.19,4,225,0,1.0,654.8,Fair,1,Phone,0,1,DCA-10,2026-01-16,20,2026-02-05,PTP,0,0.0,,,0,0,1,Low
C001371,18807,NA,FMCG,12557.81,3,241,1,0.845,619.5,Fair,2,Portal,0,0,DCA-10,2025-10-26,15,2025-11-10,Escalated,0,0.0,,,0,0,1,Low
C001372,13432,NA,Finance,5556.23,4,227,0,0.78,588.3,Fair,3,Email,0,0,DCA-05,2025-06-17,10,2025-06-27,Escalated,0,0.0,,,0,0,1,Low
C001373,14497,EU,Finance,11841.37,1,123,2,0.859,596.7,Fair,4,Portal,0,0,DCA-09,2025-06-30,30,2025-07-30,In Progress,0,0.0,,,0,0,0,Low
C001374,14203,LATAM,Energy,4711.45,3,315,0,0.552,629.1,Fair,3,Email,0,0,DCA-04,2025-10-17,7,2025-10-24,Escalated,0,0.0,,,0,0,1,Low
C001375,18873,IND,Retail,22550.09,1,29,1,0.742,509.3,Poor,2,Phone,0,0,DCA-05,2025-06-23,11,2025-07-04,Closed,1,18873.55,51.0,2025-08-13,0,1,0,Low
C001376,19592,IND,Aviation,17925.83,7,300,1,0.754,567.9,Poor,6,Portal,0,1,DCA-02,2025-09-25,13,2025-10-08,PTP,0,0.0,,,0,0,1,Low
C001377,19623,NA,Energy,11004.41,2,343,1,1.0,652.2,Fair,5,Email,0,0,DCA-03,2025-10-31,13,2025-11-13,Escalated,0,0.0,,,0,0,1,Low
