interaction_id,case_id,timestamp,actor,event_type,channel,notes
I0015394,C000344,2025-07-25 10:32:00,FedEx,Call Attempt,Phone,No response after multiple attempts
I0017162,C001513,2025-07-25 10:33:00,FedEx,Email Sent,Portal,Dispute regarding service charges
I0017596,C003866,2025-07-25 10:34:00,FedEx,Dispute Raised,Phone,Left voicemail
I0014160,C003750,2025-07-25 10:38:00,DCA,Dispute Raised,Email,Escalated due to SLA breach
I0015127,C001094,2025-07-25 10:38:00,DCA,PTP Recorded,Phone,Escalated due to SLA breach
I0000173,C003715,2025-07-25 10:53:00,FedEx,Dispute Raised,SMS,Left voicemail
I0009502,C002338,2025-07-25 10:56:00,DCA,Call Attempt,SMS,Customer promised to pay next week
I0000456,C003953,2025-07-25 11:03:00,DCA,Call Connected,In-person,Customer requested invoice copy
I0024839,C004315,2025-07-25 11:09:00,DCA,SMS Sent,Email,Payment received partial
I0001326,C002601,2025-07-25 11:27:00,FedEx,Note Added,Portal,No response after multiple attempts
I0005090,C002133,2025-07-25 11:30:00,FedEx,Call Connected,In-person,Customer asked for payment plan
I0002142,C002187,2025-07-25 11:45:00,DCA,Call Attempt,Phone,Customer promised to pay next week
I0017131,C004363,2025-07-25 11:55:00,DCA,Portal Message,Email,Dispute regarding service charges
I0002252,C002971,2025-07-25 12:24:00,DCA,Call Attempt,Phone,Payment received partial
I0000235,C000889,2025-07-25 12:29:00,DCA,Payment Received,Phone,Updated contact details
I0006938,C004600,2025-07-25 12:38:00,DCA,Call Connected,Portal,Customer asked for payment plan
I0013652,C004494,2025-07-25 12:40:00,FedEx,Email Sent,Portal,Left voicemail
I0023860,C004491,2025-07-25 12:40:00,DCA,Payment Received,SMS,No response after multiple attempts
I0000011,C000821,2025-07-25 12:41:00,FedEx,Call Attempt,Portal,Customer promised to pay next week
I0002494,C001657,2025-07-25 13:10:00,DCA,Portal Message,Phone,No response after multiple attempts
I0003548,C001328,2025-07-25 13:13:00,DCA,Dispute Raised,Phone,Escalated due to SLA breach
I0016625,C002871,2025-07-25 13:30:00,DCA,SMS Sent,Phone,Dispute regarding service charges
I0006453,C003988,2025-07-25 13:41:00,FedEx,Payment Received,Phone,Email bounced
I0018706,C000440,2025-07-25 13:41:00,DCA,Call Connected,In-person,Customer asked for payment plan
I0008357,C003409,2025-07-25 14:05:00,DCA,Email Sent,SMS,Dispute regarding service charges
I0010963,C003604,2025-07-25 14:07:00,DCA,PTP Recorded,SMS,Email bounced
I0017570,C000944,2025-07-25 14:12:00,DCA,PTP Recorded,In-person,Dispute regarding service charges
I0017206,C002008,2025-07-25 14:20:00,DCA,Call Attempt,Portal,No response after multiple attempts
I0015959,C001817,2025-07-25 14:28:00,DCA,PTP Recorded,In-person,Customer requested invoice copy
I0018669,C002968,2025-07-25 14:28:00,DCA,SMS Sent,SMS,No response after multiple attempts
I0006496,C000910,2025-07-25 14:40:00,DCA,Allocated,Portal,Payment received partial
I0017100,C002966,2025-07-25 14:42:00,FedEx,Email Sent,Portal,Customer requested invoice copy
I0017913,C001445,2025-07-25 14:52:00,FedEx,SMS Sent,Portal,Customer asked for payment plan
I0020404,C000690,2025-07-25 15:00:00,DCA,SMS Sent,SMS,Dispute regarding service charges
I0017681,C002822,2025-07-25 15:00:00,FedEx,Call Connected,In-person,Customer requested invoice copy
I0014896,C001472,2025-07-25 15:24:00,FedEx,SMS Sent,Phone,Email bounced
I0016150,C003499,2025-07-25 15:25:00,FedEx,Dispute Raised,Portal,Escalated due to SLA breach
I0019051,C001929,2025-07-25 15:31:00,DCA,Dispute Raised,Portal,Customer requested invoice copy
I0012132,C000634,2025-07-25 15:54:00,DCA,Note Added,Phone,Updated contact details
I0024641,C003293,2025-07-25 16:09:00,FedEx,PTP Recorded,Email,Escalated due to SLA breach
I0008579,C002721,2025-07-25 16:10:00,DCA,Call Attempt,SMS,Customer promised to pay next week
I0022145,C002522,2025-07-25 16:20:00,DCA,Email Sent,Phone,Left voicemail
I0016250,C002262,2025-07-25 16:29:00,FedEx,Portal Message,Email,Customer asked for payment plan
I0023025,C004885,2025-07-25 16:44:00,DCA,Call Attempt,Email,Payment received partial
I0008090,C000766,2025-07-25 16:50:00,FedEx,Call Connected,In-person,Customer asked for payment plan
I0017404,C003175,2025-07-25 16:52:00,FedEx,PTP Recorded,Portal,Customer requested invoice copy
I0020086,C001229,2025-07-25 17:00:00,DCA,Call Attempt,In-person,Updated contact details
I0024269,C004419,2025-07-25 17:09:00,DCA,SMS Sent,Email,Escalated due to SLA breach
I0012327,C003108,2025-07-25 17:45:00,FedEx,Note Added,Portal,No response after multiple attempts
I0017818,C001038,2025-07-25 17:47:00,FedEx,Dispute Raised,Email,No response after multiple attempts
I0020491,C001925,2025-07-25 17:51:00,DCA,Note Added,In-person,No response after multiple attempts
I0014096,C004042,2025-07-25 17:54:00,FedEx,Call Connected,SMS,Left voicemail
I0010650,C004114,2025-07-25 17:56:00,DCA,Call Attempt,In-person,No response after multiple attempts
I0003762,C001588,2025-07-25 18:01:00,DCA,Call Attempt,Phone,Customer requested invoice copy
I0006665,C003466,2025-07-25 18:25:00,DCA,Payment Received,Phone,Left voicemail
I0011843,C002593,2025-07-25 18:31:00,FedEx,Portal Message,SMS,Updated contact details
I0024701,C003225,2025-07-26 08:05:00,DCA,Call Attempt,Portal,No response after multiple attempts
I0023299,C002268,2025-07-26 08:06:00,DCA,Portal Message,Email,No response after multiple attempts
I0008593,C003112,2025-07-26 08:08:00,DCA,Note Added,Phone,Customer asked for payment plan
I0001082,C000739,2025-07-26 08:31:00,FedEx,Portal Message,Portal,Customer requested invoice copy
I0020049,C002340,2025-07-26 08:31:00,FedEx,Payment Received,SMS,Dispute regarding service charges
I0001894,C001054,2025-07-26 08:34:00,DCA,Note Added,SMS,Customer requested invoice copy
I0005652,C003146,2025-07-26 08:49:00,DCA,Email Sent,In-person,Customer asked for payment plan
I0024500,C001568,2025-07-26 09:06:00,DCA,Call Attempt,Email,No response after multiple attempts
I0007562,C002035,2025-07-26 09:27:00,FedEx,SMS Sent,SMS,No response after multiple attempts
I0022279,C000507,2025-07-26 09:29:00,DCA,Escalation,Portal,Escalated due to SLA breach
I0005737,C004702,2025-07-26 09:45:00,DCA,SMS Sent,In-person,No response after multiple attempts
I0015017,C002727,2025-07-26 09:48:00,FedEx,Call Connected,Portal,Left voicemail
I0019733,C003553,2025-07-26 10:05:00,FedEx,Note Added,SMS,Email bounced
I0012647,C003174,2025-07-26 10:22:00,DCA,SMS Sent,Email,Escalated due to SLA breach
I0003398,C002499,2025-07-26 10:47:00,DCA,Note Added,Email,Customer requested invoice copy
I0006653,C003108,2025-07-26 10:53:00,DCA,PTP Recorded,Email,Payment received partial
I0008919,C001235,2025-07-26 10:59:00,DCA,Case Closed,Phone,Customer asked for payment plan
I0020136,C001091,2025-07-26 11:16:00,DCA,Portal Message,Email,Customer asked for payment plan
I0001618,C001450,2025-07-26 11:19:00,FedEx,Portal Message,SMS,Customer promised to pay next week
I0010294,C001495,2025-07-26 11:38:00,DCA,Call Attempt,Phone,Payment received partial
I0000192,C001534,2025-07-26 11:49:00,DCA,Dispute Raised,Portal,Escalated due to SLA breach
I0010792,C000251,2025-07-26 11:51:00,DCA,Portal Message,Email,Escalated due to SLA breach
I0000238,C003127,2025-07-26 12:07:00,DCA,Call Connected,Phone,Left voicemail
I0019266,C002685,2025-07-26 12:07:00,FedEx,Portal Message,Phone,Customer asked for payment plan
I0011499,C000308,2025-07-26 12:24:00,DCA,PTP Recorded,In-person,Dispute regarding service charges
I0004121,C003443,2025-07-26 12:35:00,DCA,Call Connected,Portal,No response after multiple attempts
I0013928,C000088,2025-07-26 12:42:00,FedEx,Call Connected,Phone,Updated contact details
I0012545,C002626,2025-07-26 12:43:00,DCA,PTP Recorded,In-person,Customer promised to pay next week
I0024743,C004294,2025-07-26 12:49:00,FedEx,Case Closed,SMS,Dispute regarding service charges
I0023805,C004898,2025-07-26 12:51:00,DCA,Call Attempt,Portal,Updated contact details
I0017159,C000666,2025-07-26 13:04:00,FedEx,Escalation,Portal,Escalated due to SLA breach
I0006789,C000761,2025-07-26 13:09:00,DCA,Call Attempt,Phone,Customer asked for payment plan
I0012941,C003902,2025-07-26 13:29:00,DCA,Call Attempt,SMS,Customer asked for payment plan
I0000404,C003162,2025-07-26 13:48:00,DCA,SMS Sent,SMS,Customer promised to pay next week
I0011454,C003487,2025-07-26 13:58:00,DCA,PTP Recorded,Phone,Customer asked for payment plan
I0020068,C003385,2025-07-26 14:00:00,DCA,Dispute Raised,Email,Customer asked for payment plan
I0018764,C001669,2025-07-26 14:01:00,FedEx,Call Connected,In-person,Customer requested invoice copy
I0003510,C001645,2025-07-26 14:53:00,DCA,Portal Message,SMS,Escalated due to SLA breach
I0012188,C001129,2025-07-26 15:10:00,DCA,Email Sent,SMS,Dispute regarding service charges
I0004439,C000572,2025-07-26 15:21:00,FedEx,Email Sent,Email,Escalated due to SLA breach
I0003410,C001736,2025-07-26 15:39:00,DCA,Note Added,SMS,Left voicemail
I0001570,C002909,2025-07-26 15:47:00,DCA,Portal Message,In-person,No response after multiple attempts
I0002657,C002008,2025-07-26 15:54:00,FedEx,Dispute Raised,Portal,Email bounced
I0008259,C002488,2025-07-26 16:15:00,DCA,PTP Recorded,SMS,Left voicemail
I0022208,C002585,2025-07-26 16:15:00,FedEx,Allocated,Email,Dispute regarding service charges
I0014907,C001056,2025-07-26 16:25:00,FedEx,Note Added,Phone,Customer requested invoice copy
I0016762,C000328,2025-07-26 16:32:00,DCA,Escalation,Portal,Customer requested invoice copy
I0005711,C001095,2025-07-26 16:47:00,DCA,Allocated,In-person,Dispute regarding service charges
I0017730,C001885,2025-07-26 16:49:00,DCA,Call Connected,Phone,Updated contact details
I0004003,C002218,2025-07-26 17:50:00,DCA,Portal Message,Phone,Customer requested invoice copy
I0003532,C004431,2025-07-26 17:53:00,DCA,Call Attempt,SMS,Left voicemail
I0023136,C000568,2025-07-26 18:22:00,DCA,Case Closed,Email,Customer promised to pay next week
I0001629,C004410,2025-07-26 18:27:00,DCA,Escalation,Phone,Updated contact details
I0002435,C002415,2025-07-26 18:31:00,DCA,Portal Message,Phone,Updated contact details
I0006318,C002573,2025-07-26 18:47:00,FedEx,Email Sent,In-person,No response after multiple attempts
I0008765,C003142,2025-07-26 18:51:00,FedEx,SMS Sent,Phone,No response after multiple attempts
I0013594,C000465,2025-07-27 08:06:00,FedEx,Call Attempt,Email,Customer asked for payment plan
I0013998,C004556,2025-07-27 08:13:00,DCA,Call Attempt,SMS,No response after multiple attempts
I0001933,C003980,2025-07-27 08:26:00,FedEx,Allocated,Email,Customer promised to pay next week
I0020651,C002883,2025-07-27 08:54:00,DCA,Call Attempt,In-person,Email bounced
I0005535,C003181,2025-07-27 09:18:00,DCA,Email Sent,Portal,Left voicemail
I0020205,C000356,2025-07-27 09:23:00,DCA,Payment Received,SMS,Customer requested invoice copy
I0008379,C002786,2025-07-27 09:46:00,DCA,Email Sent,Email,No response after multiple attempts
I0023907,C001201,2025-07-27 09:49:00,DCA,Case Closed,In-person,Left voicemail
I0001764,C003265,2025-07-27 09:49:00,DCA,Allocated,In-person,Email bounced
I0022086,C002698,2025-07-27 09:49:00,FedEx,Allocated,Phone,Email bounced
I0024120,C003714,2025-07-27 09:51:00,FedEx,Payment Received,Phone,Left voicemail
I0015102,C003609,2025-07-27 09:53:00,FedEx,SMS Sent,Phone,Left voicemail
I0019834,C002432,2025-07-27 10:13:00,FedEx,Call Attempt,SMS,Escalated due to SLA breach
I0024989,C000047,2025-07-27 10:15:00,FedEx,PTP Recorded,Portal,Left voicemail
I0013930,C000302,2025-07-27 10:17:00,DCA,Call Attempt,In-person,No response after multiple attempts
I0001931,C004269,2025-07-27 10:34:00,DCA,Allocated,In-person,Customer promised to pay next week
I0008692,C000871,2025-07-27 10:37:00,DCA,Call Connected,Portal,Updated contact details
I0007677,C001556,2025-07-27 10:37:00,DCA,SMS Sent,In-person,Customer promised to pay next week
I0004558,C003273,2025-07-27 10:37:00,DCA,Call Attempt,In-person,Escalated due to SLA breach
I0024955,C000006,2025-07-27 10:38:00,DCA,SMS Sent,Email,No response after multiple attempts
I0005291,C003151,2025-07-27 10:49:00,FedEx,Call Connected,Email,Customer requested invoice copy
I0004176,C001963,2025-07-27 10:54:00,DCA,Case Closed,SMS,No response after multiple attempts
I0010429,C001255,2025-07-27 11:00:00,DCA,Call Attempt,Phone,Customer requested invoice copy
I0005410,C001189,2025-07-27 11:07:00,FedEx,Payment Received,Phone,Updated contact details
I0019354,C002133,2025-07-27 11:09:00,DCA,Call Connected,Phone,Left voicemail
I0013276,C002514,2025-07-27 11:10:00,DCA,Call Attempt,Email,Payment received partial
I0010238,C002194,2025-07-27 11:11:00,DCA,Dispute Raised,In-person,Left voicemail
I0012393,C001628,2025-07-27 11:15:00,DCA,Call Connected,Email,Customer asked for payment plan
I0016118,C000880,2025-07-27 11:16:00,FedEx,Allocated,Phone,Customer asked for payment plan
I0002291,C001841,2025-07-27 11:36:00,DCA,Call Connected,Phone,Left voicemail
I0014612,C003491,2025-07-27 11:57:00,DCA,Call Attempt,Portal,Email bounced
I0017827,C003796,2025-07-27 12:03:00,FedEx,Portal Message,Phone,Payment received partial
I0024781,C003865,2025-07-27 12:13:00,FedEx,SMS Sent,In-person,Left voicemail
I0000886,C002740,2025-07-27 12:34:00,FedEx,Portal Message,SMS,Escalated due to SLA breach
I0008921,C000465,2025-07-27 12:44:00,DCA,Call Connected,Portal,Customer asked for payment plan
I0018161,C001572,2025-07-27 12:48:00,DCA,Escalation,SMS,Email bounced
I0009542,C000584,2025-07-27 13:03:00,FedEx,SMS Sent,In-person,Escalated due to SLA breach
I0017786,C001181,2025-07-27 13:21:00,FedEx,SMS Sent,In-person,Dispute regarding service charges
I0020030,C000706,2025-07-27 13:25:00,DCA,Email Sent,Portal,No response after multiple attempts
I0023287,C000208,2025-07-27 13:56:00,DCA,Dispute Raised,In-person,Left voicemail
I0012922,C000924,2025-07-27 14:17:00,DCA,Allocated,Phone,Escalated due to SLA breach
I0004535,C004371,2025-07-27 14:28:00,DCA,Dispute Raised,Portal,Customer requested invoice copy
I0023132,C004912,2025-07-27 14:44:00,DCA,SMS Sent,Phone,Customer asked for payment plan
I0004963,C000741,2025-07-27 14:47:00,DCA,Email Sent,In-person,Email bounced
I0013129,C000438,2025-07-27 14:48:00,DCA,Case Closed,SMS,Left voicemail
I0001733,C004495,2025-07-27 15:02:00,FedEx,SMS Sent,Email,Customer promised to pay next week
I0024093,C001915,2025-07-27 15:08:00,DCA,Email Sent,Email,Dispute regarding service charges
I0001084,C001181,2025-07-27 15:10:00,DCA,Case Closed,SMS,Left voicemail
I0000859,C002709,2025-07-27 15:19:00,DCA,Email Sent,Phone,Updated contact details
I0019690,C003165,2025-07-27 15:47:00,DCA,Call Connected,SMS,Customer asked for payment plan
I0007241,C004793,2025-07-27 15:49:00,DCA,Allocated,Email,Customer requested invoice copy
I0012671,C004911,2025-07-27 15:52:00,DCA,Portal Message,Email,Payment received partial
I0016042,C002033,2025-07-27 16:06:00,DCA,Dispute Raised,SMS,Dispute regarding service charges
I0006599,C002340,2025-07-27 16:06:00,DCA,Portal Message,Phone,Payment received partial
I0002334,C004774,2025-07-27 16:14:00,DCA,Email Sent,In-person,No response after multiple attempts
I0003861,C002400,2025-07-27 16:15:00,DCA,Call Attempt,Email,Dispute regarding service charges
I0018910,C001511,2025-07-27 16:22:00,FedEx,Dispute Raised,Phone,Payment received partial
I0011269,C004475,2025-07-27 16:40:00,FedEx,Call Attempt,SMS,Customer requested invoice copy
I0010919,C003265,2025-07-27 17:35:00,DCA,SMS Sent,Phone,Customer asked for payment plan
I0016957,C004972,2025-07-27 17:41:00,DCA,Call Connected,In-person,Updated contact details
I0006119,C002264,2025-07-27 17:51:00,DCA,Call Attempt,Phone,Left voicemail
I0019639,C003386,2025-07-27 18:00:00,DCA,Payment Received,SMS,No response after multiple attempts
I0011836,C001841,2025-07-27 18:09:00,DCA,PTP Recorded,Portal,Customer promised to pay next week
I0016328,C002517,2025-07-27 18:19:00,FedEx,Call Attempt,In-person,Email bounced
I0012814,C003901,2025-07-27 18:51:00,DCA,Call Attempt,In-person,Dispute regarding service charges
I0007171,C000366,2025-07-28 08:13:00,DCA,SMS Sent,Phone,Customer promised to pay next week
I0022141,C003912,2025-07-28 08:14:00,DCA,Call Connected,SMS,Escalated due to SLA breach
I0019529,C004033,2025-07-28 08:20:00,FedEx,SMS Sent,Phone,Updated contact details
I0018196,C004499,2025-07-28 08:27:00,FedEx,Note Added,Phone,Dispute regarding service charges
I0012228,C000495,2025-07-28 08:53:00,FedEx,Call Connected,Phone,Customer promised to pay next week
I0004511,C000528,2025-07-28 08:56:00,FedEx,Call Connected,Email,Customer asked for payment plan
I0003326,C001769,2025-07-28 08:59:00,FedEx,PTP Recorded,SMS,Customer asked for payment plan
I0016597,C001177,2025-07-28 09:18:00,DCA,Call Attempt,Email,Customer requested invoice copy
I0012395,C004521,2025-07-28 09:21:00,DCA,Case Closed,Portal,Dispute regarding service charges
I0010189,C001207,2025-07-28 09:23:00,FedEx,Email Sent,Portal,Left voicemail
I0000034,C001839,2025-07-28 09:44:00,FedEx,Call Attempt,In-person,Customer asked for payment plan
I0000352,C003234,2025-07-28 09:50:00,DCA,Call Attempt,Portal,Dispute regarding service charges
I0020449,C004953,2025-07-28 09:58:00,DCA,Email Sent,SMS,Customer asked for payment plan
I0001515,C000505,2025-07-28 10:33:00,FedEx,Call Connected,Email,Customer promised to pay next week
I0006950,C003697,2025-07-28 10:38:00,FedEx,Allocated,Portal,Customer asked for payment plan
I0009466,C002102,2025-07-28 11:14:00,DCA,Note Added,In-person,Payment received partial
I0008939,C000493,2025-07-28 11:14:00,DCA,Call Connected,In-person,Payment received partial
I0015557,C001806,2025-07-28 11:19:00,FedEx,Escalation,Phone,Escalated due to SLA breach
I0011467,C004619,2025-07-28 11:27:00,FedEx,Allocated,SMS,Customer asked for payment plan
I0021922,C004169,2025-07-28 11:28:00,FedEx,Portal Message,Email,Email bounced
I0009457,C002433,2025-07-28 11:48:00,FedEx,Escalation,Email,Payment received partial
I0010425,C004354,2025-07-28 11:58:00,DCA,Portal Message,Portal,Updated contact details
I0022760,C002317,2025-07-28 12:12:00,DCA,Dispute Raised,SMS,Escalated due to SLA breach
I0003421,C001095,2025-07-28 12:12:00,DCA,Note Added,In-person,Customer promised to pay next week
I0022351,C002298,2025-07-28 12:17:00,DCA,Dispute Raised,Phone,Updated contact details
I0008569,C003492,2025-07-28 12:25:00,FedEx,Portal Message,Phone,Customer requested invoice copy
